id,age,gender,annual_income,loan_amount,loan_term,employment_type,purpose,num_dependents,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquencies,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd,months_on_book,status,dpd,payment_amount,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments,default_12m
947,30,Male,620485,674845,60,Self-employed,Home,2,324,8,2,787058,1,8,2,1653953,594213,74,17,Paid,32,83605,3,75729,0.926130681024074,0.5235827819126121,16,0
948,54,Male,548111,719839,48,Salaried,Education,1,490,5,4,277126,3,5,0,1223575,292031,50,29,Late,73,73180,1,421360,0.996453793611757,0.4891102684391673,1,0
949,26,Female,1485129,162981,12,Self-employed,Car,4,546,7,6,338203,8,8,2,1892040,1706566,27,33,Paid,7,73031,3,164019,0.3398186540377398,0.2857735575168043,5,0
950,44,Male,887548,598838,60,Self-employed,Home,5,862,9,4,216815,3,4,2,1991444,1408412,15,21,Paid,82,15305,2,417142,0.8873842253681162,0.9493440094060558,11,0
951,47,Male,1331438,679649,48,Salaried,Home,5,767,1,6,169533,8,2,0,1186310,993454,67,26,Paid,25,13093,1,130696,0.9461295702455234,0.9024802277837036,14,0
952,54,Female,1712309,978353,36,Self-employed,Home,2,718,7,1,492035,0,3,0,63964,434709,56,54,Paid,79,83850,2,129615,0.9410809404656696,0.6680277353668,1,0
953,28,Female,1710372,74202,24,Self-employed,Car,2,319,2,7,279317,5,5,1,635700,53288,11,46,Paid,78,73011,4,344747,0.1261555969616915,0.3877486435031306,1,0
954,50,Male,415110,158938,24,Salaried,Education,1,447,2,2,459653,5,6,1,1584674,251956,25,1,Paid,88,20754,4,363421,0.7362416449805076,0.0913551348555861,0,0
955,33,Female,1027142,134208,12,Self-employed,Home,3,678,7,1,974991,0,9,0,142147,662849,63,47,Late,52,88337,4,425671,0.5582371397224171,0.0465955121552047,10,0
956,43,Female,363866,991645,12,Salaried,Home,1,725,7,1,408433,6,4,0,442686,603501,26,51,Paid,59,32278,1,235499,0.8048514724698217,0.973735689388716,6,0
957,22,Female,1613089,204676,24,Self-employed,Business,1,436,9,3,817363,6,2,2,1269734,341673,76,42,Paid,8,37396,1,247510,0.2740290461024888,0.6485428716182657,13,0
958,56,Male,1386286,649281,36,Salaried,Car,0,415,5,1,242669,9,6,1,147275,652299,10,32,Late,72,20357,4,54828,0.8103555323906532,0.9472223033916384,0,0
959,41,Female,837093,131485,60,Salaried,Home,5,572,8,6,838474,6,2,0,1259426,1076419,47,5,Paid,87,10952,2,104210,0.0456471312054722,0.402691959968944,12,0
960,51,Male,287523,655475,36,Self-employed,Car,3,806,1,6,680319,7,6,2,191637,1388797,21,45,Paid,52,48613,4,80912,0.9206810666523652,0.7745720868438919,13,0
961,33,Female,816426,568274,48,Self-employed,Home,0,514,3,4,241890,4,8,2,868720,539967,2,50,Late,48,73728,2,472343,0.0210367818457885,0.3455218737525121,8,0
962,64,Male,1969114,218865,12,Self-employed,Home,5,436,2,5,629721,4,9,0,1069947,1330242,16,49,Late,11,77692,2,251777,0.4577197552699679,0.0274427362786052,8,0
963,27,Female,1783020,481110,12,Salaried,Home,1,596,4,2,274935,3,5,0,1549932,735084,11,15,Late,42,14705,1,96657,0.3990131730352805,0.9428087941945562,0,0
964,64,Female,1654464,817638,24,Salaried,Business,1,777,7,1,986672,6,8,0,321514,1190860,6,7,Paid,71,70812,4,436478,0.8481550230159487,0.1328153458351351,8,0
965,24,Female,275226,146232,12,Salaried,Education,3,305,5,7,759980,2,9,1,489321,1635312,85,10,Paid,22,31339,4,338487,0.845082101223235,0.595286641729495,3,0
966,45,Male,1429178,699215,48,Self-employed,Business,1,634,8,4,248613,1,3,2,406787,1720461,49,43,Paid,23,16274,4,169339,0.2377546983321137,0.6906877060888477,4,1
967,47,Female,899760,83563,24,Self-employed,Business,2,776,6,6,479136,7,2,0,1116595,532864,8,54,Late,11,16637,2,253454,0.2847002074317517,0.5008956279629472,6,0
968,25,Male,1318954,788322,36,Self-employed,Business,0,899,4,7,241326,2,9,2,945296,266728,10,37,Paid,63,96296,4,216970,0.6322863337282983,0.9072915876544934,16,0
969,52,Female,1446838,133755,24,Self-employed,Education,4,456,5,3,685739,7,9,1,1486178,749348,78,13,Late,67,79700,2,58684,0.9738835125873088,0.1477536734174127,8,0
970,23,Female,242511,491925,24,Self-employed,Home,0,486,1,3,12545,0,1,2,1628077,1426802,53,24,Paid,51,57668,1,245081,0.7178255065594684,0.1277778645760069,11,0
971,37,Female,436574,560206,48,Salaried,Business,1,410,9,2,795349,7,2,0,443622,436001,23,41,Late,8,66184,4,483909,0.9223140682778216,0.7702073103743562,4,0
972,54,Female,1628342,312751,48,Salaried,Business,0,657,6,1,521250,8,8,0,1114566,386696,52,25,Late,64,15526,1,68544,0.7331889010306748,0.929726610480155,4,0
973,21,Male,1713272,169150,12,Salaried,Home,3,883,3,4,81681,8,7,2,680734,282763,64,21,Late,57,14057,1,287688,0.824673072405241,0.8190713214360346,13,0
974,43,Male,1987523,414022,24,Self-employed,Home,1,313,7,4,180597,7,0,0,849674,759011,22,53,Paid,1,14094,2,85682,0.5949912112707401,0.0798926185203766,13,0
975,59,Female,646522,491840,12,Self-employed,Car,0,649,2,2,18116,5,6,1,1785715,797063,35,40,Late,75,39979,1,96543,0.3724765067554938,0.2461123722224941,18,0
976,44,Male,946867,738134,24,Self-employed,Car,1,599,6,1,324955,7,8,1,731229,302188,45,47,Late,51,82821,4,284262,0.7826441858094025,0.6259714259200266,15,0
977,61,Male,914250,84039,48,Self-employed,Home,3,645,5,3,193224,5,8,0,1757164,165070,14,45,Paid,56,80341,1,382631,0.7568951551690585,0.247182044926666,19,0
978,43,Female,1692641,167155,24,Self-employed,Business,5,315,1,5,770531,7,0,1,1456147,192627,52,59,Late,47,64951,2,386676,0.5578738853704387,0.112414332670177,9,0
979,33,Female,1602852,297985,12,Salaried,Home,4,702,9,4,617143,6,1,1,204430,341571,64,31,Late,20,99627,2,153067,0.5985177466340388,0.0088823990060553,0,0
980,60,Female,1960710,972806,12,Salaried,Education,3,647,9,4,527810,4,9,0,1970856,27425,67,52,Paid,4,7188,2,420411,0.5650456005432395,0.432356071240874,16,0
981,39,Female,665031,738584,12,Salaried,Education,0,778,3,7,253897,1,6,0,1719423,75921,67,17,Paid,46,45044,3,346869,0.4170304460883313,0.7960552732136381,11,0
982,54,Male,289360,946697,12,Self-employed,Home,4,380,1,3,314950,1,0,1,255624,1043564,35,29,Late,42,24852,4,219771,0.1340615444849959,0.6211089587075059,19,0
983,36,Female,1226515,280046,60,Self-employed,Business,2,477,1,4,130346,1,0,0,1903323,145437,16,23,Paid,22,40771,3,477295,0.8875103986222108,0.3343656511051442,8,1
984,28,Male,954911,192137,60,Self-employed,Education,2,512,7,4,104753,0,9,2,1593327,65088,87,28,Late,27,49487,3,428051,0.9945878609420914,0.5304432884244932,6,1
985,57,Male,425107,444245,60,Salaried,Home,0,379,3,2,157360,8,3,1,605893,1005562,28,25,Paid,45,61176,3,279536,0.3997545286022911,0.8279713394963518,19,0
986,40,Female,496301,377893,12,Self-employed,Car,2,522,9,3,173101,3,6,0,293001,221369,51,9,Paid,7,43099,2,298305,0.6260006486178258,0.4088266856819441,3,0
987,38,Male,1975451,571684,36,Salaried,Education,2,315,3,4,631215,9,9,1,1953468,1508071,11,13,Late,62,84546,3,175142,0.9623582028650024,0.9726045123886335,0,0
988,43,Female,1445737,264692,36,Self-employed,Business,3,661,1,6,374857,5,2,2,1285530,407690,89,16,Paid,14,53970,2,378232,0.6243221456223977,0.7982686616212423,11,0
989,52,Male,584931,319123,48,Self-employed,Car,3,895,7,4,39525,2,0,1,444858,746196,37,19,Late,82,15570,3,264992,0.4556334544733356,0.8981880188259124,15,0
990,33,Male,466978,400166,24,Salaried,Car,4,735,1,4,467059,0,6,0,105339,1580575,2,54,Late,62,83697,1,227962,0.054876770624382,0.3593535397412787,4,0
991,22,Male,962840,983111,60,Salaried,Business,0,845,7,5,521244,8,9,2,1904849,206326,78,11,Paid,75,99954,4,451854,0.4843335562858099,0.805422053618866,11,0
992,26,Female,417962,572992,36,Salaried,Car,3,808,9,3,32878,6,0,2,149400,1639664,69,40,Late,44,39837,3,433594,0.6512470467067588,0.1530397890382894,5,0
993,49,Male,832418,371457,24,Salaried,Business,0,310,3,7,808360,4,2,2,1774123,173420,64,59,Paid,33,7614,4,367661,0.1481528630568214,0.834767636467814,12,0
994,57,Male,234458,494400,12,Self-employed,Education,4,449,8,4,651742,8,9,0,257042,988261,79,46,Paid,11,44760,4,416782,0.673320844802403,0.889628848675184,15,0
995,48,Male,411174,468433,60,Self-employed,Business,4,632,4,3,695494,5,2,2,1021784,1109762,11,43,Late,16,82601,2,223769,0.1869614661310351,0.2692656706714567,1,1
996,60,Male,262619,570173,24,Salaried,Education,5,691,5,6,604180,9,1,1,1743865,998126,78,15,Late,0,32381,4,121289,0.9796568624796634,0.0929057026102234,6,0
997,38,Female,1615118,541496,36,Self-employed,Car,0,805,1,4,578471,5,0,0,713945,731182,73,49,Late,4,19049,4,100729,0.7020224730155606,0.8459176525854619,16,0
998,42,Male,439349,241349,24,Self-employed,Car,3,585,1,5,898430,2,6,1,1414591,1000005,56,48,Paid,83,57929,2,365593,0.8479864446483226,0.6025270941754102,15,0
999,57,Male,538962,221597,24,Salaried,Home,5,895,1,3,476972,1,1,1,1753300,62199,5,30,Paid,2,37528,4,420368,0.9087668380776844,0.4868076612489422,0,0
1000,27,Male,687658,769721,36,Self-employed,Home,0,875,5,7,949137,6,4,2,1246530,888677,55,13,Paid,44,87230,1,432066,0.3695949895618999,0.6228211378053814,6,0
